"","timestamp","consent","current_job","essential_industry","wfh_before_covid_opt","commute_miles","commute_leave_time","wfh_bc","instore_groc_bc","online_groc_bc","instore_other_bc","online_other_bc","restaurant_bc","online_food_bc","drive_alone_bc","carpool_bc","transit_bc","ferry_bc","solorh_taxi_bc","sharedrh_bc","bike_scooter_bc","shared_bike_scooter_bc","walk_bc","mode_work_school_bc","mode_groc_bc","mode_other_shop_bc","mode_errands_bc","mode_social_bc","wfh_dr","instore_groc_dr","online_groc_dr","instore_other_dr","online_other_dr","restaurant_dr","online_food_dr","drive_alone_dr","carpool_dr","transit_dr","ferry_dr","solorh_taxi_dr","sharedrh_dr","bike_scooter_dr","shared_bike_scooter_dr","walk_dr","mode_work_school_dr","mode_groc_dr","mode_OTHER_SHOP_dr","mode_ERRANDS_dr","mode_social_dr","instore_groc_change","wfh_change_reason","work_hours_change_reason","work_mode_change_reason","online_groc_change_reason","instore_groc_change_reason","other_shop_change_reason","mode_nonwork_change_reason","work_hours_start_change","work_hours_stop_change","media_exag","face_cover_mandatory","business_shut_down","stay_home","physical_dist","ff_health","ff_stay_home","wfh_family","miss_commute","online_meeting","coworker_interact","social_interact","wfh_discipline","crowded_bus","transit_health","rideshare_stranger","avoid_share","save_money","transit_physical_distance","personal_space","online_shop_conv","physical_purchase","instore_groc_fun","online_groc_pref","store_enjoy","restaurant_fun","wfh_ac","instore_groc_ac","online_groc_ac","instore_other_ac","online_other_ac","restaurant_ac","online_food_ac","drive_alone_ac","carpool_ac","transit_ac","ferry_ac","solorh_taxi_ac","shareach_ac","bike_scooter_ac","shared_bike_scooter_ac","walk_ac","gender","age","race","living_situation","hh_income","edu","living_space","ZIP_code","COVID"
"183","2020/06/28 9:40:48 PM MDT","Agree","Employed, Part time","No, none of the above","No","5","8:00","Never","A few times a month","Never","A few times a month","A few times a month","3-4 days a week","Once a month or less","Everyday","Never","Never","Never","Never","Never","Never","Never","Once a month or less","Drive Alone","Drive Alone","Drive Alone","Drive Alone","Drive Alone","Never","Once a month or less","Never","Never","1-2 days a week","Never","A few times a month","3-4 days a week","Never","Never","Never","Never","Never","Never","Never","Never","Drive Alone","Drive Alone","Drive Alone","Drive Alone","Drive Alone","We have not made any changes.","There has been no change","There has been no change","There has been no change","There has been no change","There has been no change","There has been no change","There has been no change","about the same time as before","about the same time as before","Disagree","Strongly agree","Somewhat disagree","Agree","Strongly agree","Strongly agree","Somewhat agree","Agree","Somewhat disagree","Somewhat disagree","Agree","Agree","Agree","Disagree","Agree","Strongly disagree","Strongly agree","Somewhat disagree","Agree","Agree","Agree","Agree","Somewhat agree","Somewhat agree","Strongly disagree","Strongly agree","Never","1-2 days a week","Never","3-4 days a week","A few times a month","1-2 days a week","Once a month or less","Everyday","Never","Never","Never","A few times a month","A few times a month","Never","Never","Never","Female","73","White","Husband/wife/partner","$100,000 to $149,999","4-year college degree (e.g. BA, BS)","I live in a house.;I have a a patio.;The number of rooms in my place equals or is greater than the number of people 6+ years of old living here.","98053","I don't believe so, but I haven't been tested for it."
"184","2020/06/28 9:54:14 PM MDT","Agree","Employed, Part time","No, none of the above","No","14","8:25","Never","1-2 days a week","Never","A few times a month","A few times a month","A few times a month","Once a month or less","Everyday","Never","A few times a month","Never","Never","Never","Never","Never","Once a month or less","Drive Alone","Drive Alone","Drive Alone","Drive Alone","Drive Alone","Never","1-2 days a week","Never","A few times a month","A few times a month","A few times a month","Never","Everyday","Never","A few times a month","Never","Never","Never","Never","Never","Once a month or less","Drive Alone","Drive Alone","Drive Alone","Drive Alone","Drive Alone","We used to do grocery shopping only on weekends, but now we do it on weekdays.;We used to buy items as I ran out of them, but now we make one big trip.","Government mandate","There has been no change","Government mandate","I did this voluntarily","I did this voluntarily","I did this voluntarily","I did this voluntarily","about the same time as before","N/A (I don't have a regular work routine)","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly disagree","Strongly disagree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Agree","Strongly disagree","Somewhat agree","Never","1-2 days a week","A few times a month","A few times a month","A few times a month","A few times a month","A few times a month","1-2 days a week","Never","Everyday","Never","Never","Never","Never","Never","Once a month or less","Female","31","Asian","Husband/wife/partner;Children aged 0-2","$50,000 to $74,999","4-year college degree (e.g. BA, BS)","I live in a house.","98106","I don't believe so, but I haven't been tested for it."
"185","2020/06/28 9:56:21 PM MDT","Agree","Employed, Full time","Medical","No","6","7:25","Once a month or less","1-2 days a week","Never","Once a month or less","Once a month or less","A few times a month","A few times a month","3-4 days a week","Once a month or less","Once a month or less","Once a month or less","Once a month or less","Once a month or less","Never","Never","Everyday","Drive Alone","Drive Alone","Drive Alone","Drive Alone","Carpool","Everyday","Never","1-2 days a week","Never","Once a month or less","Never","1-2 days a week","1-2 days a week","A few times a month","Never","Never","Never","Never","Never","Never","3-4 days a week","N/A","N/A","N/A","N/A","Carpool","We don't do any in-store grocery shopping.","I did this voluntarily","There has been no change","There has been no change","I did this voluntarily","I did this voluntarily","I did this voluntarily","There has been no change","earlier than before","about the same time as before","Disagree","Strongly agree","Strongly disagree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Agree","Somewhat agree","Somewhat disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Disagree","Agree","Somewhat agree","Somewhat agree","Strongly disagree","Agree","Somewhat agree","Strongly disagree","1-2 days a week","1-2 days a week","Never","Once a month or less","Once a month or less","1-2 days a week","1-2 days a week","3-4 days a week","1-2 days a week","Once a month or less","Once a month or less","Once a month or less","Once a month or less","Never","Never","Everyday","Female","66","White","Husband/wife/partner","$150,000 to $199,999","Graduate degree (e.g. MS, PhD, MBA)","I live in a house.;I have a a patio.;I have a yard.;The number of rooms in my place equals or is greater than the number of people 6+ years of old living here.","98136","I don't believe so, but I haven't been tested for it."
"186","2020/06/28 10:02:38 PM MDT","Agree","Employed, Full time","No, none of the above","No","4","7:30","Never","1-2 days a week","Never","1-2 days a week","Once a month or less","A few times a month","1-2 days a week","Everyday","Never","Never","Never","Never","Never","Never","Never","Never","Drive Alone","Drive Alone","Drive Alone","Drive Alone","Carpool","Everyday","1-2 days a week","Never","A few times a month","A few times a month","Never","1-2 days a week","1-2 days a week","Never","Never","Once a month or less","Never","Never","Never","Never","Everyday","N/A","Drive Alone","Drive Alone","Drive Alone","Walk","We used to do grocery shopping only on weekends, but now we do it on weekdays.;We used to buy items as I ran out of them, but now we make one big trip.","Government mandate","There has been no change","Government mandate","There has been no change","I did this voluntarily","I did this voluntarily","There has been no change","later than before","later than before","Disagree","Agree","Somewhat agree","Agree","Somewhat agree","Strongly agree","Somewhat disagree","Agree","Disagree","Strongly disagree","Strongly agree","Somewhat disagree","Somewhat agree","Strongly disagree","Somewhat disagree","Disagree","Agree","Disagree","Somewhat agree","Agree","Agree","Agree","Somewhat agree","Strongly disagree","Somewhat agree","Strongly agree","Never","1-2 days a week","Never","1-2 days a week","A few times a month","1-2 days a week","1-2 days a week","Everyday","Never","Never","Once a month or less","Never","Never","Never","Never","Everyday","Female","53","White","Husband/wife/partner;Children aged 12-17;Children aged 18 or more;Cat or Dog","$150,000 to $199,999","Graduate degree (e.g. MS, PhD, MBA)","I live in a house.;I have a a patio.;I have a yard.;The number of rooms in my place equals or is greater than the number of people 6+ years of old living here.","98030","No, I have tested negative."
"187","2020/06/28 10:13:14 PM MDT","Agree","Employed, Full time","No, none of the above","No","8","12:00","Never","A few times a month","Never","A few times a month","A few times a month","Once a month or less","Never","Everyday","Never","Never","Never","Never","Never","Never","Never","Never","Drive Alone","Drive Alone","Drive Alone","Drive Alone","Drive Alone","Everyday","A few times a month","Never","A few times a month","A few times a month","Never","Never","1-2 days a week","Never","Never","Never","Never","Never","Never","Never","Never","N/A","Drive Alone","Drive Alone","Drive Alone","Drive Alone","We have not made any changes.","Government mandate","I did this voluntarily","There has been no change","There has been no change","I did this voluntarily","I did this voluntarily","There has been no change","earlier than before","earlier than before","Agree","Strongly agree","Somewhat disagree","Strongly agree","Strongly agree","Disagree","Agree","Disagree","Disagree","Agree","Strongly agree","Strongly agree","Disagree","Disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Agree","Agree","Strongly agree","Agree","Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat agree","Never","A few times a month","Never","Never","A few times a month","Once a month or less","Never","Everyday","Once a month or less","Never","Once a month or less","Never","Never","Once a month or less","Never","Once a month or less","Female","55","White","Husband/wife/partner;Children aged 12-17;Children aged 18 or more","$100,000 to $149,999","Graduate degree (e.g. MS, PhD, MBA)","I live in a house.","98290","I don't believe so, but I haven't been tested for it."
"188","2020/06/28 10:20:21 PM MDT","Agree","Employed, Part time","No, none of the above","No","20","10:00","Never","1-2 days a week","Never","A few times a month","1-2 days a week","A few times a month","1-2 days a week","Everyday","Once a month or less","Never","Never","Never","Never","Never","Never","Never","Drive Alone","Carpool","Carpool","Drive Alone","Carpool","3-4 days a week","1-2 days a week","Never","Once a month or less","3-4 days a week","Never","1-2 days a week","A few times a month","Once a month or less","Never","Never","Never","Never","Never","Never","Never","Drive Alone","Carpool","N/A","Drive Alone","Drive Alone","We used to go to multiple stores, but now we only go to one store.","There has been no change","I did this voluntarily","I did this voluntarily","There has been no change","I did this voluntarily","I did this voluntarily","Reduced traffic congestion","later than before","later than before","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Strongly agree","Disagree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Agree","Agree","Strongly disagree","Agree","Strongly disagree","Agree","Strongly disagree","Strongly disagree","Somewhat agree","Strongly agree","Agree","Strongly agree","Strongly disagree","Somewhat agree","Somewhat agree","A few times a month","1-2 days a week","Never","1-2 days a week","1-2 days a week","A few times a month","A few times a month","Everyday","1-2 days a week","Once a month or less","Never","Never","Never","Never","Never","Once a month or less","Male","19","Hispanic","Children aged 12-17;Cat or Dog;Non-household members (e.g. relatives, roommates)","$150,000 to $199,999","Some college/technical school training","I live in a house.","98391","I don't believe so, but I haven't been tested for it."
"189","2020/06/28 10:28:17 PM MDT","Agree","Employed, Full time","Medical","No","4.5","5:30","Never","1-2 days a week","Never","1-2 days a week","Once a month or less","1-2 days a week","Once a month or less","A few times a month","Never","3-4 days a week","Never","Once a month or less","Once a month or less","Never","Never","3-4 days a week","Public Transit (Bus, Light Rail, Streetcar)","Walk","Public Transit (Bus, Light Rail, Streetcar)","Public Transit (Bus, Light Rail, Streetcar)","Public Transit (Bus, Light Rail, Streetcar)","Never","A few times a month","Never","Once a month or less","Never","Never","1-2 days a week","Everyday","Never","Never","Never","Never","Never","Never","Never","A few times a month","Drive Alone","Drive Alone","Drive Alone","Drive Alone","N/A","We used to buy items as I ran out of them, but now we make one big trip.;I used to make spontaneous desserts and go to the grocery store just to pick up those items, but not anymore ","There has been no change","There has been no change","I did this voluntarily","There has been no change","I did this voluntarily","I did this voluntarily","I did this voluntarily","about the same time as before","about the same time as before","Strongly disagree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Disagree","Agree","Somewhat agree","Agree","Somewhat disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Somewhat disagree","Agree","Somewhat agree","Disagree","Strongly disagree","Disagree","Never","1-2 days a week","Never","A few times a month","Once a month or less","Once a month or less","A few times a month","3-4 days a week","Never","A few times a month","Never","Never","Never","Never","Never","A few times a month","Female","28","White","Husband/wife/partner;Cat or Dog","$100,000 to $149,999","4-year college degree (e.g. BA, BS)","I live in a house.;I have a a patio.;I have a yard.;The number of rooms in my place equals or is greater than the number of people 6+ years of old living here.","98107","I don't believe so, but I haven't been tested for it."
"190","2020/06/28 10:58:47 PM MDT","Agree","Employed, Full time","No, none of the above","No","3","8:00","A few times a month","1-2 days a week","Never","Once a month or less","A few times a month","A few times a month","A few times a month","Everyday","Never","Never","Never","Once a month or less","Once a month or less","Never","Never","Everyday","Drive Alone","Drive Alone","Drive Alone","Drive Alone","Carpool","Everyday","1-2 days a week","Once a month or less","Once a month or less","Once a month or less","Once a month or less","Once a month or less","3-4 days a week","Never","Never","Never","Never","Never","Never","Never","Everyday","N/A","Drive Alone","Drive Alone","Drive Alone","Drive Alone","We used to buy items as I ran out of them, but now we make one big trip.","Employer's policies","There has been no change","Other","There has been no change","I did this voluntarily","There has been no change","I did this voluntarily","earlier than before","later than before","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat disagree","Strongly disagree","Somewhat agree","Strongly agree","Strongly disagree","Strongly agree","Disagree","Somewhat agree","Disagree","3-4 days a week","1-2 days a week","Once a month or less","Once a month or less","Once a month or less","Once a month or less","Once a month or less","Everyday","Never","Never","Never","Never","Never","Never","Never","Never","Male","36","Native Hawaiian or Other Pacific Islander","Husband/wife/partner;Children aged 0-2","$100,000 to $149,999","Graduate degree (e.g. MS, PhD, MBA)","I live in a house.;I have a yard.;The number of rooms in my place equals or is greater than the number of people 6+ years of old living here.","98052","I don't believe so, but I haven't been tested for it."
"191","2020/06/28 11:02:51 PM MDT","Agree","Retired",NA,NA,NA,NA,"Never","1-2 days a week","Never","1-2 days a week","Never","A few times a month","Once a month or less","Everyday","Never","Never","Never","Never","Never","Never","Never","3-4 days a week","Drive Alone","Drive Alone","Drive Alone","Drive Alone","Drive Alone","Never","A few times a month","Never","A few times a month","Never","Once a month or less","Once a month or less","1-2 days a week","Never","Never","Never","Never","Never","Never","Never","3-4 days a week","N/A","Drive Alone","Drive Alone","Drive Alone","Drive Alone","We have not made any changes.","Other","Other","Other","Other","There has been no change","There has been no change","There has been no change","N/A (I don't have a regular work routine)","N/A (I don't have a regular work routine)","Agree","Agree","Strongly agree","Somewhat agree","Agree","Agree","Disagree","Disagree","Somewhat agree","Disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Disagree","Somewhat disagree","Disagree","Strongly disagree","Disagree","Somewhat agree","Disagree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat agree","Never","1-2 days a week","Never","1-2 days a week","1-2 days a week","A few times a month","A few times a month","3-4 days a week","A few times a month","Never","Never","Never","Never","A few times a month","Never","3-4 days a week","Female","54","White","Husband/wife/partner;Children aged 18 or more;Cat or Dog","$100,000 to $149,999","High school graduate or GED","I live in a house.;I have a a patio.;I have a yard.;The number of rooms in my place equals or is greater than the number of people 6+ years of old living here.","98037","I don't believe so, but I haven't been tested for it."
"192","2020/06/28 11:05:52 PM MDT","Agree","Student",NA,NA,"8","8:15","1-2 days a week","A few times a month","Never","1-2 days a week","A few times a month","A few times a month","A few times a month","Everyday","1-2 days a week","Never","Never","Never","Never","Never","Never","A few times a month","Drive Alone","Drive Alone","Drive Alone","Drive Alone","Carpool","Everyday","Never","Never","Once a month or less","A few times a month","Once a month or less","A few times a month","Everyday","A few times a month","Never","Never","Never","Never","Never","Never","Once a month or less","N/A","N/A","Drive Alone","Drive Alone","Carpool","We used to buy items as I ran out of them, but now we make one big trip.;We used to do it whenever we needed, but now it is about once a week","Government mandate","Government mandate","Other","There has been no change","Government recommendation","Government mandate","There has been no change","later than before","later than before","Somewhat disagree","Strongly agree","Strongly disagree","Agree","Strongly agree","Strongly agree","Agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Agree","Strongly agree","Somewhat disagree","Agree","Somewhat disagree","Agree","Somewhat disagree","Agree","Somewhat agree","Agree","Agree","Somewhat agree","Somewhat disagree","Somewhat agree","Agree","1-2 days a week","A few times a month","Never","A few times a month","A few times a month","Once a month or less","Once a month or less","3-4 days a week","1-2 days a week","Once a month or less","Never","Never","Never","A few times a month","Never","Once a month or less","Female","18","Asian","Children aged 12-17;Non-household members (e.g. relatives, roommates)","$75,000 to $99,999","Some college/technical school training","I live in a house.;The number of rooms in my place equals or is greater than the number of people 6+ years of old living here.","98001","I don't believe so, but I haven't been tested for it."
"193","2020/06/28 11:20:30 PM MDT","Agree","Employed, Full time","No, none of the above","No","15","6:00","Never","1-2 days a week","Never","1-2 days a week","Never","A few times a month","A few times a month","Never","A few times a month","Everyday","Once a month or less","Once a month or less","1-2 days a week","1-2 days a week","Never","Everyday","Public Transit (Bus, Light Rail, Streetcar)","Walk","Public Transit (Bus, Light Rail, Streetcar)","Shared Ridehail (UberPool, Lyft Shared)","Walk","Everyday","A few times a month","Never","A few times a month","1-2 days a week","Never","A few times a month","Never","1-2 days a week","Never","Once a month or less","A few times a month","Never","1-2 days a week","Never","Everyday","N/A","Walk","Walk","Walk","Walk","We used to go to multiple stores, but now we only go to one store.;We used to buy items as I ran out of them, but now we make one big trip.","Government mandate","There has been no change","There has been no change","I did this voluntarily","I did this voluntarily","I did this voluntarily","I did this voluntarily","later than before","about the same time as before","Strongly disagree","Strongly agree","Disagree","Agree","Agree","Strongly agree","Somewhat disagree","Disagree","Disagree","Disagree","Strongly agree","Strongly agree","Strongly agree","Disagree","Disagree","Somewhat disagree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Agree","Somewhat agree","Agree","Somewhat disagree","Never","1-2 days a week","Never","1-2 days a week","A few times a month","A few times a month","A few times a month","Never","1-2 days a week","1-2 days a week","Once a month or less","Once a month or less","1-2 days a week","1-2 days a week","Never","1-2 days a week","Female","24","White","Non-household members (e.g. relatives, roommates)","$10,000 to $14,999","4-year college degree (e.g. BA, BS)","I live in a house.;I have a yard.;The number of rooms in my place equals or is greater than the number of people 6+ years of old living here.","98103","I don't believe so, but I haven't been tested for it."
"194","2020/06/28 11:36:31 PM MDT","Agree","Employed, Full time","No, none of the above","No","24","7:15","Never","1-2 days a week","Never","3-4 days a week","Once a month or less","1-2 days a week","1-2 days a week","Everyday","Never","Never","Never","Never","Never","Never","Never","Never","Drive Alone","Drive Alone","Drive Alone","Carpool","Carpool","3-4 days a week","Never","A few times a month","Never","A few times a month","Never","Never","A few times a month","1-2 days a week","Never","Never","Never","Never","Never","Never","Never","Drive Alone","Carpool","N/A","N/A","N/A","We use to go grocery shopping multiple times a week. Now we order for you close up or delivery weekly.","I did this voluntarily","I did this voluntarily","I did this voluntarily","I did this voluntarily","I did this voluntarily","I did this voluntarily","I did this voluntarily","later than before","later than before","Disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Agree","Strongly agree","Somewhat disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat disagree","Strongly agree","Strongly agree","Never","1-2 days a week","A few times a month","1-2 days a week","A few times a month","A few times a month","A few times a month","Everyday","A few times a month","Never","Never","Never","Never","Never","Never","Never","Female","44","White","None of the above","$100,000 to $149,999","Graduate degree (e.g. MS, PhD, MBA)","None of the above","98058","I don't believe so, but I haven't been tested for it."
"195","2020/06/28 11:41:48 PM MDT","Agree","Retired",NA,NA,NA,NA,"Never","1-2 days a week","Never","A few times a month","A few times a month","1-2 days a week","Once a month or less","1-2 days a week","3-4 days a week","Never","Never","Never","Never","Never","Never","1-2 days a week","N/A","Carpool","Drive Alone","Drive Alone","Carpool","Never","A few times a month","A few times a month","Once a month or less","1-2 days a week","Never","A few times a month","Once a month or less","1-2 days a week","Never","Never","Never","Never","Never","Never","1-2 days a week","N/A","Carpool","Carpool","Carpool","N/A","We used to go to multiple stores, but now we only go to one store.;We used to buy items as I ran out of them, but now we make one big trip.","There has been no change","There has been no change","There has been no change","There has been no change","I did this voluntarily","I did this voluntarily","I did this voluntarily","N/A (I don't have a regular work routine)","N/A (I don't have a regular work routine)","Strongly disagree","Strongly agree","Strongly disagree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Disagree","Disagree","Disagree","Disagree","Agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Agree","Strongly disagree","Strongly disagree","Agree","Agree","Somewhat agree","Disagree","Somewhat agree","Disagree","Strongly disagree","Never","1-2 days a week","Never","1-2 days a week","1-2 days a week","1-2 days a week","Once a month or less","1-2 days a week","1-2 days a week","Never","Never","Never","Never","Never","Never","1-2 days a week","Female","67","White","Husband/wife/partner","$100,000 to $149,999","4-year college degree (e.g. BA, BS)","I live in a house.;I have a a patio.;I have a yard.;The number of rooms in my place equals or is greater than the number of people 6+ years of old living here.","98296","I don't believe so, but I haven't been tested for it."
"196","2020/06/28 11:50:23 PM MDT","Agree","Employed, Part time","No, none of the above","No","30","7:50","Never","Once a month or less","Never","3-4 days a week","3-4 days a week","1-2 days a week","1-2 days a week","Everyday","Never","Never","Once a month or less","Never","Never","Never","Never","Never","Drive Alone","Drive Alone","Drive Alone","Drive Alone","Drive Alone","Never","A few times a month","Never","Once a month or less","A few times a month","Never","A few times a month","Once a month or less","Never","Never","Never","Never","Never","Never","Never","Never","N/A","Drive Alone","N/A","Drive Alone","Drive Alone","We used to go to multiple stores, but now we only go to one store.;We used to buy items as I ran out of them, but now we make one big trip.","There has been no change","Employer's policies","There has been no change","There has been no change","Government recommendation","Government recommendation","Government recommendation","N/A (I don't have a regular work routine)","N/A (I don't have a regular work routine)","Strongly disagree","Agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly disagree","Strongly disagree","Somewhat disagree","Strongly agree","Somewhat agree","Strongly disagree","Agree","Agree","Strongly disagree","Strongly agree","Agree","Agree","Strongly agree","Disagree","Agree","Strongly disagree","Strongly disagree","Strongly disagree","Disagree","Never","A few times a month","Never","3-4 days a week","Once a month or less","Once a month or less","A few times a month","Everyday","Never","Never","Once a month or less","Never","Never","Never","Never","Never","Female","36","White","Husband/wife/partner;Cat or Dog","$10,000 to $14,999","4-year college degree (e.g. BA, BS)","I live in a house.;I have a yard.;The number of rooms in my place equals or is greater than the number of people 6+ years of old living here.","98106","I don't believe so, but I haven't been tested for it."
"197","2020/06/28 11:51:48 PM MDT","Agree","Retired",NA,NA,NA,NA,"Never","Everyday","Never","3-4 days a week","Never","3-4 days a week","Once a month or less","Everyday","Never","A few times a month","Never","Once a month or less","Never","Never","Never","A few times a month","N/A","Drive Alone","Drive Alone","Drive Alone","Drive Alone","Never","A few times a month","Never","A few times a month","A few times a month","Never","Never","3-4 days a week","Never","Never","Never","Never","Never","Never","Never","A few times a month","N/A","Drive Alone","Drive Alone","Drive Alone","N/A","We used to go to multiple stores, but now we only go to one store.;We used to buy items as I ran out of them, but now we make one big trip.","There has been no change","There has been no change","There has been no change","There has been no change","I did this voluntarily","I did this voluntarily","There has been no change","N/A (I don't have a regular work routine)","N/A (I don't have a regular work routine)","Disagree","Strongly agree","Strongly disagree","Strongly agree","Agree","Strongly agree","Agree","Somewhat agree","Disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Disagree","Strongly agree","Agree","Agree","Strongly disagree","Disagree","Disagree","Strongly disagree","Never","3-4 days a week","Never","3-4 days a week","Once a month or less","3-4 days a week","Once a month or less","Everyday","Never","A few times a month","Once a month or less","Once a month or less","Never","Never","Never","A few times a month","Female","69","White","None of the above","$100,000 to $149,999","Graduate degree (e.g. MS, PhD, MBA)","I live in a house.;I have a a patio.;I have a yard.;The number of rooms in my place equals or is greater than the number of people 6+ years of old living here.","98004","I don't believe so, but I haven't been tested for it."
"198","2020/06/28 11:51:50 PM MDT","Agree","Employed, Full time","No, none of the above","No","11","8:00","Once a month or less","A few times a month","Never","Once a month or less","A few times a month","1-2 days a week","Never","Once a month or less","Never","3-4 days a week","Never","Never","Never","Never","Never","3-4 days a week","Public Transit (Bus, Light Rail, Streetcar)","Drive Alone","Drive Alone","Drive Alone","Walk","Everyday","A few times a month","A few times a month","Never","1-2 days a week","Never","Once a month or less","1-2 days a week","Never","Never","Never","Never","Never","Never","Never","3-4 days a week","N/A","Drive Alone","Drive Alone","Drive Alone","Drive Alone","We used to do grocery shopping only on weekends, but now we do it on weekdays.;We used to buy items as I ran out of them, but now we make one big trip.","Employer's policies","I did this voluntarily","Employer's policies","I did this voluntarily","I did this voluntarily","I did this voluntarily","I did this voluntarily","earlier than before","later than before","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","A few times a month","A few times a month","Once a month or less","Once a month or less","A few times a month","A few times a month","Once a month or less","A few times a month","Never","1-2 days a week","Never","Once a month or less","Never","Never","Never","Everyday","Male","38","Asian","Husband/wife/partner","$100,000 to $149,999","Graduate degree (e.g. MS, PhD, MBA)","I live in an apartment.","98121","I don't believe so, but I haven't been tested for it."
"199","2020/06/28 11:53:15 PM MDT","Agree","Employed, Full time","No, none of the above","Yes, a few days a week","7","8:30","A few times a month","Never","A few times a month","Once a month or less","1-2 days a week","Everyday","A few times a month","Everyday","1-2 days a week","A few times a month","Once a month or less","Never","Never","Once a month or less","Never","3-4 days a week","Drive Alone","N/A","Drive Alone","Drive Alone","Carpool","Everyday","A few times a month","Never","Never","Once a month or less","Never","1-2 days a week","Never","1-2 days a week","Never","Never","Never","Never","1-2 days a week","Never","Everyday","N/A","Carpool","N/A","N/A","Carpool","Used to order online, now go to store so online delivery slots are available for higher risk folks","I did this voluntarily","There has been no change","Other","I did this voluntarily","I did this voluntarily","I did this voluntarily","There has been no change","about the same time as before","about the same time as before","Disagree","Strongly agree","Somewhat disagree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Somewhat disagree","Strongly agree","Disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Agree","Agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Disagree","Disagree","3-4 days a week","A few times a month","Once a month or less","Once a month or less","1-2 days a week","3-4 days a week","A few times a month","3-4 days a week","3-4 days a week","1-2 days a week","Once a month or less","Never","Never","1-2 days a week","Never","Everyday","Female","53","White","Husband/wife/partner;Children aged 6-11","$200,000 or more","Graduate degree (e.g. MS, PhD, MBA)","I live in a house.;I have a a patio.;I have a yard.;The number of rooms in my place equals or is greater than the number of people 6+ years of old living here.","98033","I don't believe so, but I haven't been tested for it."
