"","timestamp","consent","current_job","essential_industry","wfh_before_covid_opt","commute_miles","commute_leave_time","wfh_bc","instore_groc_bc","online_groc_bc","instore_other_bc","online_other_bc","restaurant_bc","online_food_bc","drive_alone_bc","carpool_bc","transit_bc","ferry_bc","solorh_taxi_bc","sharedrh_bc","bike_scooter_bc","shared_bike_scooter_bc","walk_bc","mode_work_school_bc","mode_groc_bc","mode_other_shop_bc","mode_errands_bc","mode_social_bc","wfh_dr","instore_groc_dr","online_groc_dr","instore_other_dr","online_other_dr","restaurant_dr","online_food_dr","drive_alone_dr","carpool_dr","transit_dr","ferry_dr","solorh_taxi_dr","sharedrh_dr","bike_scooter_dr","shared_bike_scooter_dr","walk_dr","mode_work_school_dr","mode_groc_dr","mode_OTHER_SHOP_dr","mode_ERRANDS_dr","mode_social_dr","instore_groc_change","wfh_change_reason","work_hours_change_reason","work_mode_change_reason","online_groc_change_reason","instore_groc_change_reason","other_shop_change_reason","mode_nonwork_change_reason","work_hours_start_change","work_hours_stop_change","media_exag","face_cover_mandatory","business_shut_down","stay_home","physical_dist","ff_health","ff_stay_home","wfh_family","miss_commute","online_meeting","coworker_interact","social_interact","wfh_discipline","crowded_bus","transit_health","rideshare_stranger","avoid_share","save_money","transit_physical_distance","personal_space","online_shop_conv","physical_purchase","instore_groc_fun","online_groc_pref","store_enjoy","restaurant_fun","wfh_ac","instore_groc_ac","online_groc_ac","instore_other_ac","online_other_ac","restaurant_ac","online_food_ac","drive_alone_ac","carpool_ac","transit_ac","ferry_ac","solorh_taxi_ac","shareach_ac","bike_scooter_ac","shared_bike_scooter_ac","walk_ac","gender","age","race","living_situation","hh_income","edu","living_space","ZIP_code","COVID"
"480","2020/06/30 5:14:55 PM MDT","Agree","Employed, Full time","No, none of the above","No","5","6:00","Never","1-2 days a week","A few times a month","A few times a month","1-2 days a week","1-2 days a week","1-2 days a week","Everyday","Never","Never","Never","Never","Never","Never","Never","Never","Drive Alone","Drive Alone","Drive Alone","Drive Alone","Drive Alone","Everyday","Once a month or less","1-2 days a week","Never","1-2 days a week","Never","1-2 days a week","3-4 days a week","Never","Never","Never","Never","Never","Never","Never","3-4 days a week","N/A","Drive Alone","Drive Alone","Drive Alone","Drive Alone","We don't do any in-store grocery shopping.","Employer's policies","I did this voluntarily","There has been no change","Government recommendation","Government recommendation","Government recommendation","Government recommendation","later than before","about the same time as before","Disagree","Strongly agree","Disagree","Agree","Agree","Somewhat disagree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Agree","Somewhat disagree","Somewhat agree","Agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Never","1-2 days a week","A few times a month","1-2 days a week","1-2 days a week","1-2 days a week","1-2 days a week","Everyday","Never","Never","Never","Never","Never","Never","Never","Never","Female","29","White","Husband/wife/partner;Children aged 3-5;Cat or Dog","$150,000 to $199,999","Graduate degree (e.g. MS, PhD, MBA)","I live in a house.;I have a a patio.;I have a yard.;The number of rooms in my place equals or is greater than the number of people 6+ years of old living here.","98208","I don't believe so, but I haven't been tested for it."
"481","2020/06/30 5:22:01 PM MDT","Agree","Homeworker","No, none of the above","Yes, every day",NA,NA,"Everyday","3-4 days a week","Never","A few times a month","Once a month or less","A few times a month","Never","Everyday","Never","Never","Once a month or less","Once a month or less","Never","Never","Never","Once a month or less","N/A","Drive Alone","Drive Alone","Drive Alone","Drive Alone","Everyday","A few times a month","Never","A few times a month","Once a month or less","Never","A few times a month","1-2 days a week","Never","Never","Once a month or less","Never","Never","A few times a month","Never","A few times a month","N/A","Drive Alone","Drive Alone","Drive Alone","Drive Alone","We used to buy items as I ran out of them, but now we make one big trip.","There has been no change","There has been no change","There has been no change","There has been no change","I did this voluntarily","I did this voluntarily","There has been no change","N/A (I don't have a regular work routine)","N/A (I don't have a regular work routine)","Disagree","Agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly disagree","Agree","Strongly disagree","Disagree","Somewhat disagree","Strongly disagree","Somewhat agree","Strongly disagree","Strongly agree","Strongly disagree","Somewhat agree","Agree","Strongly agree","Somewhat agree","Somewhat agree","Disagree","Agree","Disagree","Everyday","3-4 days a week","Never","1-2 days a week","A few times a month","A few times a month","Once a month or less","Everyday","Never","Once a month or less","Once a month or less","Once a month or less","Never","Once a month or less","Never","Once a month or less","Female","40","White","Husband/wife/partner;Children aged 6-11;Children aged 12-17","$200,000 or more","Graduate degree (e.g. MS, PhD, MBA)","I live in a house.;I have a a patio.;I have a yard.;The number of rooms in my place equals or is greater than the number of people 6+ years of old living here.","98110","I don't believe so, but I haven't been tested for it."
"482","2020/06/30 5:26:04 PM MDT","Agree","Student",NA,NA,"0.5","9:00","Never","3-4 days a week","Never","3-4 days a week","Never","3-4 days a week","3-4 days a week","Everyday","Everyday","Never","Never","Never","Never","Never","Never","Everyday","N/A","Drive Alone","Drive Alone","Drive Alone","Carpool","Everyday","Never","3-4 days a week","Never","3-4 days a week","Never","3-4 days a week","A few times a month","Never","Never","Never","Never","Never","Never","Never","Never","N/A","Drive Alone","N/A","N/A","N/A","We used to go to multiple stores, but now we only go to one store.;We used to buy items as I ran out of them, but now we make one big trip.;We don't do any in-store grocery shopping.","Government mandate","Government mandate","Government mandate","Government recommendation","Government recommendation","Government recommendation","Government recommendation","later than before","earlier than before","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly disagree","Somewhat agree","Strongly disagree","Strongly agree","Strongly disagree","Agree","Strongly agree","Strongly agree","Strongly disagree","Disagree","Strongly agree","Strongly disagree","Somewhat agree","3-4 days a week","Never","3-4 days a week","3-4 days a week","3-4 days a week","Never","3-4 days a week","Everyday","Never","Never","Never","Never","Never","Never","Never","Everyday","Female","20","White","Non-household members (e.g. relatives, roommates)","$10,000 to $14,999","Some college/technical school training","I live in an apartment.;The number of rooms in my place equals or is greater than the number of people 6+ years of old living here.","98012","I don't believe so, but I haven't been tested for it."
"483","2020/06/30 5:27:42 PM MDT","Agree","Employed, Part time","No, none of the above","No","10","7:30","Never","1-2 days a week","Never","1-2 days a week","1-2 days a week","3-4 days a week","Never","Everyday","Never","Never","A few times a month","Once a month or less","Never","Never","Never","Never","Drive Alone","Drive Alone","Drive Alone","Drive Alone","Drive Alone","3-4 days a week","A few times a month","A few times a month","A few times a month","1-2 days a week","Once a month or less","A few times a month","1-2 days a week","Never","Never","Never","Never","Never","Never","Never","Never","N/A","Drive Alone","Drive Alone","Drive Alone","Drive Alone","We used to buy items as I ran out of them, but now we make one big trip.","Employer's policies","There has been no change","Employer's policies","I did this voluntarily","I did this voluntarily","I did this voluntarily","I did this voluntarily","about the same time as before","about the same time as before","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Agree","Agree","Somewhat agree","Disagree","Strongly disagree","Agree","Somewhat agree","Agree","Somewhat agree","Strongly disagree","Agree","Disagree","Somewhat agree","Somewhat agree","Somewhat agree","Agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly agree","Never","1-2 days a week","Never","3-4 days a week","A few times a month","3-4 days a week","Never","3-4 days a week","Never","Never","A few times a month","Once a month or less","Never","Never","Never","Never","Male","61","White","Husband/wife/partner","Prefer not to answer","4-year college degree (e.g. BA, BS)","I live in a house.","98312","I don't believe so, but I haven't been tested for it."
"484","2020/06/30 5:42:09 PM MDT","Agree","Homeworker","No, none of the above","Yes, every day",NA,NA,"3-4 days a week","1-2 days a week","Never","A few times a month","A few times a month","A few times a month","Once a month or less","3-4 days a week","1-2 days a week","Once a month or less","Once a month or less","Never","Never","Never","Never","1-2 days a week","Drive Alone","Drive Alone","Drive Alone","Drive Alone","Drive Alone","Everyday","1-2 days a week","1-2 days a week","Once a month or less","A few times a month","Never","A few times a month","1-2 days a week","Never","Never","Never","Never","Never","Never","Never","1-2 days a week","N/A","Drive Alone","Drive Alone","Drive Alone","Drive Alone","We used to go to multiple stores, but now we only go to one store.;We used to buy items as I ran out of them, but now we make one big trip.;We used to go to the grocery store 2-4 times a week but now we have groceries delivered to our house 1-2 times a week and we only go to the store once a week or less.","Other","Other","There has been no change","I did this voluntarily","I did this voluntarily","I did this voluntarily","There has been no change","N/A (I don't have a regular work routine)","N/A (I don't have a regular work routine)","Disagree","Strongly agree","Strongly disagree","Somewhat agree","Strongly agree","Strongly agree","Disagree","Disagree","Somewhat agree","Disagree","Agree","Agree","Agree","Strongly disagree","Strongly agree","Disagree","Strongly agree","Somewhat disagree","Somewhat disagree","Strongly agree","Strongly agree","Somewhat agree","Disagree","Agree","Somewhat disagree","Strongly disagree","3-4 days a week","3-4 days a week","1-2 days a week","A few times a month","A few times a month","A few times a month","Once a month or less","3-4 days a week","1-2 days a week","Once a month or less","Once a month or less","Never","Once a month or less","Never","Never","1-2 days a week","Female","49","White","Husband/wife/partner;Children aged 3-5;Children aged 6-11;Children aged 18 or more","$100,000 to $149,999","High school graduate or GED","I live in a house.;I have a a patio.;I have a yard.;The number of rooms in my place equals or is greater than the number of people 6+ years of old living here.","98030","No, I have tested negative."
"485","2020/06/30 5:58:44 PM MDT","Agree","Retired",NA,NA,NA,NA,"Never","1-2 days a week","Never","1-2 days a week","Never","1-2 days a week","Never","1-2 days a week","3-4 days a week","Never","Never","Once a month or less","Never","Never","Never","Once a month or less","N/A","Drive Alone","Drive Alone","Drive Alone","Drive Alone","Never","A few times a month","Once a month or less","A few times a month","A few times a month","Never","1-2 days a week","1-2 days a week","Once a month or less","Never","Never","Never","Never","Never","Never","Once a month or less","N/A","Drive Alone","Drive Alone","Drive Alone","Drive Alone","We used to go to multiple stores, but now we only go to one store.;We used to buy items as I ran out of them, but now we make one big trip.","There has been no change","There has been no change","There has been no change","I did this voluntarily","I did this voluntarily","I did this voluntarily","I did this voluntarily","N/A (I don't have a regular work routine)","N/A (I don't have a regular work routine)","Disagree","Strongly agree","Disagree","Strongly agree","Strongly agree","Agree","Agree","Somewhat disagree","Strongly disagree","Agree","Somewhat agree","Disagree","Disagree","Strongly disagree","Strongly agree","Strongly disagree","Agree","Disagree","Disagree","Strongly agree","Somewhat agree","Somewhat agree","Disagree","Somewhat disagree","Strongly disagree","Strongly disagree","Never","1-2 days a week","Once a month or less","1-2 days a week","Once a month or less","A few times a month","Once a month or less","3-4 days a week","A few times a month","Once a month or less","Never","Never","Never","Never","Never","Once a month or less","Female","49","White","Husband/wife/partner;Children aged 12-17","Prefer not to answer","Graduate degree (e.g. MS, PhD, MBA)","I live in a house.;I have a a patio.;I have a yard.;The number of rooms in my place equals or is greater than the number of people 6+ years of old living here.","98003","I believe so, but I haven't been tested for it."
"486","2020/06/30 5:59:26 PM MDT","Agree","Retired",NA,NA,NA,NA,"Never","3-4 days a week","Never","A few times a month","Never","3-4 days a week","A few times a month","Everyday","Once a month or less","Never","Once a month or less","A few times a month","Never","Never","Never","A few times a month","N/A","Drive Alone","Drive Alone","Drive Alone","Carpool","Never","1-2 days a week","Never","A few times a month","A few times a month","Never","1-2 days a week","1-2 days a week","Never","Never","Never","Never","Never","Never","Never","A few times a month","N/A","Drive Alone","Drive Alone","Drive Alone","Carpool","We used to go to multiple stores, but now we only go to one store.;We used to buy items as I ran out of them, but now we make one big trip.","There has been no change","There has been no change","There has been no change","There has been no change","I did this voluntarily","I did this voluntarily","I did this voluntarily","N/A (I don't have a regular work routine)","N/A (I don't have a regular work routine)","Disagree","Strongly agree","Disagree","Agree","Agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Disagree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Agree","Disagree","Agree","Disagree","Somewhat disagree","Strongly agree","Never","3-4 days a week","Never","A few times a month","Never","3-4 days a week","1-2 days a week","Everyday","A few times a month","Once a month or less","Once a month or less","Once a month or less","Never","Never","Never","Once a month or less","Female","52","White","Husband/wife/partner;Children aged 18 or more;Cat or Dog;Non-household members (e.g. relatives, roommates)","$200,000 or more","4-year college degree (e.g. BA, BS)","I live in a house.;I have a a patio.;I have a yard.;The number of rooms in my place equals or is greater than the number of people 6+ years of old living here.","98074","I don't believe so, but I haven't been tested for it."
"487","2020/06/30 6:01:27 PM MDT","Agree","Employed, Full time","Grocery","No","5","7:00","Never","1-2 days a week","Never","A few times a month","Once a month or less","A few times a month","Once a month or less","3-4 days a week","Never","1-2 days a week","Never","Once a month or less","Never","Never","Never","1-2 days a week","Public Transit (Bus, Light Rail, Streetcar)","Drive Alone","Drive Alone","Walk","Drive Alone","Never","A few times a month","Never","A few times a month","Once a month or less","A few times a month","Once a month or less","3-4 days a week","Never","3-4 days a week","Never","A few times a month","Never","Never","Never","A few times a month","Public Transit (Bus, Light Rail, Streetcar)","Drive Alone","Drive Alone","Drive Alone","Drive Alone","We used to go to multiple stores, but now we only go to one store.","There has been no change","Reduced traffic congestion","There has been no change","There has been no change","I did this voluntarily","Government recommendation","I did this voluntarily","earlier than before","later than before","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Somewhat agree","Strongly agree","Agree","Somewhat agree","Strongly disagree","Agree","Somewhat disagree","Somewhat agree","Agree","Disagree","Agree","Disagree","Strongly agree","Disagree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat disagree","Agree","Strongly disagree","Disagree","Somewhat agree","Never","A few times a month","Never","Once a month or less","A few times a month","Once a month or less","1-2 days a week","1-2 days a week","Never","3-4 days a week","Never","A few times a month","Once a month or less","Never","Never","1-2 days a week","Female","32","White","None of the above","$25,000 to $34,999","4-year college degree (e.g. BA, BS)","I live in an apartment.","98116","No, I have tested negative."
"488","2020/06/30 6:07:41 PM MDT","Agree","Employed, Full time","No, none of the above","No","1","7:15","Never","3-4 days a week","Never","1-2 days a week","A few times a month","1-2 days a week","A few times a month","1-2 days a week","Never","3-4 days a week","Never","1-2 days a week","A few times a month","3-4 days a week","Once a month or less","3-4 days a week","Bike or Scooter","Drive Alone","Public Transit (Bus, Light Rail, Streetcar)","Bike or Scooter","Solo Ridehail (UberX, Lyft) or Taxi","1-2 days a week","1-2 days a week","Never","Once a month or less","1-2 days a week","Never","1-2 days a week","1-2 days a week","Never","Never","Never","Never","Never","Everyday","Never","Everyday","Bike or Scooter","Drive Alone","Drive Alone","Bike or Scooter","N/A","We used to do grocery shopping only on weekends, but now we do it on weekdays.;We used to go to multiple stores, but now we only go to one store.;We used to buy items as I ran out of them, but now we make one big trip.","Employer's policies","Employer's policies","There has been no change","There has been no change","I did this voluntarily","I did this voluntarily","I did this voluntarily","later than before","earlier than before","Disagree","Agree","Somewhat disagree","Somewhat agree","Disagree","Somewhat agree","Somewhat disagree","Disagree","Disagree","Disagree","Somewhat agree","Agree","Disagree","Strongly disagree","Agree","Disagree","Somewhat agree","Disagree","Disagree","Agree","Agree","Somewhat disagree","Disagree","Disagree","Disagree","Strongly disagree","A few times a month","1-2 days a week","Once a month or less","1-2 days a week","1-2 days a week","1-2 days a week","1-2 days a week","A few times a month","Once a month or less","3-4 days a week","Once a month or less","A few times a month","Never","Everyday","A few times a month","Everyday","Female","55","White","Children aged 18 or more","$75,000 to $99,999","4-year college degree (e.g. BA, BS)","I live in an apartment.;I have a a patio.;I have a yard.;The number of rooms in my place equals or is greater than the number of people 6+ years of old living here.","98112","No, I have tested negative."
"489","2020/06/30 6:17:00 PM MDT","Agree","Employed, Full time","No, none of the above","Yes, every day",NA,NA,"Everyday","A few times a month","Never","A few times a month","Once a month or less","A few times a month","A few times a month","1-2 days a week","A few times a month","Never","Never","Never","Never","A few times a month","Never","1-2 days a week","N/A","Drive Alone","Drive Alone","Drive Alone","Carpool","Everyday","A few times a month","Never","A few times a month","1-2 days a week","Once a month or less","A few times a month","1-2 days a week","Never","Never","Never","Never","Never","Never","Never","A few times a month","N/A","Drive Alone","Drive Alone","Drive Alone","Carpool","We have not made any changes.;We used to go to multiple stores, but now we only go to one store.","There has been no change","There has been no change","There has been no change","There has been no change","I did this voluntarily","I did this voluntarily","There has been no change","about the same time as before","later than before","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Disagree","Disagree","Strongly disagree","Strongly agree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Agree","Somewhat disagree","Somewhat agree","Strongly agree","Agree","Somewhat agree","Somewhat agree","Strongly disagree","Strongly agree","Agree","Everyday","1-2 days a week","Never","1-2 days a week","1-2 days a week","A few times a month","A few times a month","1-2 days a week","A few times a month","Once a month or less","Once a month or less","Never","Never","A few times a month","Never","3-4 days a week","Female","44","White","Non-household members (e.g. relatives, roommates)","$150,000 to $199,999","2-year college degree (Associate)","I live in a house.;I have a a patio.;I have a yard.;The number of rooms in my place equals or is greater than the number of people 6+ years of old living here.","98023","No, I have tested negative."
"490","2020/06/30 6:22:04 PM MDT","Agree","Retired",NA,NA,NA,NA,"Never","1-2 days a week","Never","A few times a month","Once a month or less","Once a month or less","Once a month or less","3-4 days a week","Never","Never","Never","Never","Never","Never","Never","Everyday","N/A","Drive Alone","Drive Alone","Drive Alone","Drive Alone","Never","A few times a month","Never","A few times a month","A few times a month","Never","Once a month or less","1-2 days a week","Never","Never","Never","Never","Never","Never","Never","Everyday","N/A","Drive Alone","Drive Alone","Drive Alone","Drive Alone","We used to buy items as I ran out of them, but now we make one big trip.","There has been no change","There has been no change","There has been no change","I did this voluntarily","I did this voluntarily","I did this voluntarily","There has been no change","N/A (I don't have a regular work routine)","N/A (I don't have a regular work routine)","Strongly disagree","Strongly agree","Disagree","Strongly agree","Agree","Strongly agree","Strongly agree","Disagree","Strongly disagree","Strongly agree","Disagree","Strongly disagree","Disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Somewhat disagree","Somewhat agree","Strongly disagree","Strongly disagree","Strongly disagree","Never","1-2 days a week","Never","Once a month or less","A few times a month","Once a month or less","Once a month or less","3-4 days a week","Never","Never","Never","Never","Never","A few times a month","Never","Everyday","Female","58","White","Husband/wife/partner","$100,000 to $149,999","Graduate degree (e.g. MS, PhD, MBA)","I live in a house.","98074","I don't believe so, but I haven't been tested for it."
"491","2020/06/30 6:23:05 PM MDT","Agree","Employed, Full time","Medical","No","25","6:00","Never","3-4 days a week","Never","Never","Never","3-4 days a week","Never","Everyday","Never","Never","Never","Never","Never","Never","Never","Never","Drive Alone","Drive Alone","Drive Alone","Drive Alone","Drive Alone","Everyday","A few times a month","Never","Never","3-4 days a week","Never","1-2 days a week","3-4 days a week","Never","Never","Never","Never","Never","Never","Never","Never","Drive Alone","Drive Alone","N/A","N/A","N/A","We used to do grocery shopping only on weekends, but now we do it on weekdays.;We used to go to multiple stores, but now we only go to one store.;We used to buy items as I ran out of them, but now we make one big trip.","Government mandate","Government mandate","Government mandate","I did this voluntarily","I did this voluntarily","I did this voluntarily","I did this voluntarily","later than before","earlier than before","Disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Agree","Somewhat agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Somewhat agree","Strongly disagree","Agree","Strongly disagree","Somewhat disagree","Never","1-2 days a week","Never","1-2 days a week","A few times a month","3-4 days a week","Never","Everyday","Never","Never","Never","Never","Never","Never","Never","Never","Female","33","White","Husband/wife/partner;Cat or Dog;Non-household members (e.g. relatives, roommates)","$50,000 to $74,999","4-year college degree (e.g. BA, BS)","I live in an apartment.","98023","I don't believe so, but I haven't been tested for it."
