ISO3,NAME,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005
KGZ,KYRGYZSTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,3,3,3,4,4,5,6,6,7,7,8,9,10,11,12,13,14,16,17,18,18,19,20,21,21,21,21,22,22,22,22,21,21,21,22,24,21,15,6,5,6,7,8,7,7,7,6,7,9,8
LVA,LATVIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,1,1,1,1,1,2,2,2,2,3,2,3,4,5,5,5,6,6,7,7,8,8,8,8,8,7,10,6,7,8,9,10,6,7,8,9,11,13,14,16,18,20,22,25,28,31,33,36,39,42,44,49,52,56,61,67,71,73,76,79,80,84,84,79,85,93,108,82,77,82,88,102,77,63,53,51,52,38,44,30,30,25,7,6,5,3,3,3
LBN,LEBANON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,4,5,6,6,7,8,7,6,6,6,8,9,10,10,12,12,13,14,15,16,16,17,17,18,20,18,25,27,38,35,31,28,28,34,37,39,36,33,36,35,42,46,46,38,37,37,45,36,50,57,63,73,89,88,91,80,90,91,102,85,91
LBY,LIBYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,1,2,4,4,5,11,5,4,9,11,13,16,20,24,27,30,35,42,47,48,48,43,43,48,52,51,51,51,51,54,66,72,71,75,78,81,83,81,79,78,73,71
LTU,LITHUANIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,5,5,6,7,6,6,6,4,5,5,5,5,5,5,5,5,5,6,6,5,2,3,2,2,3,3,3,4,4,5,5,6,8,11,9,10,12,13,15,16,18,18,18,20,19,17,23,13,16,18,21,24,14,16,18,21,24,29,33,37,41,46,50,58,64,70,76,82,90,96,102,113,121,129,137,149,154,155,161,169,172,180,181,180,178,178,178,179,179,176,176,177,164,172,98,106,93,74,70,67,89,62,38,37,36,32,36,37
LUX,LUXEMBOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,3,7,11,15,18,21,24,27,30,31,30,29,34,29,22,27,28,27,21,12,12,13,15,16,16,18,20,22,23,23,18,13,10,7,5,4,4,5,4,4,4,4,4,4,4
MYS,MALAYSIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,4,5,8,11,11,12,13,13,4,4,3,4,5,5,6,8,9,11,11,11,10,17,17,18,18,20,21,22,21,21,22,22,22,23,25,24,24,24,25,26,29,34,35,36,37,38,41,45,49,45,49,50,51,52,51,53,52
MLT,MALTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,7,8,9,9,9,10,12,11,9,10,13,15,15,13,16,19,20,20,19,27,23,21,19,21,22,28,28,29,29,28,25,24,17,23,22,21,19,19,28,24,20,23,30,30,27,27,25,26,29,29,33,17,17
MEX,MEXICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,24,17,22,76,42,9,18,27,58,54,73,68,117,143,16,92,86,137,150,146,123,107,69,59,56,67,72,98,94,134,227,179,196,175,179,183,207,220,249,265,283,254,358,392,402,380,362,378,397,449,452,459,478,499,467,472,511,519,550,617,646,725,721,784,928,"1,022","1,140","1,172","1,335","1,405","1,527","1,515","1,715","1,823","1,877","1,852","2,144","1,949","2,049","2,164","2,101","2,307","2,448","2,481","2,420","2,342","2,518","2,288","2,281","2,453","2,674","2,591","2,610","2,410","2,130","1,905","1,769","1,632"
MDA,MOLDOVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,2,3,3,3,5,6,5,5,6,7,8,8,9,9,9,10,10,9,12,7,9,10,12,13,8,10,11,13,15,18,21,24,27,31,34,40,45,50,55,59,65,70,76,84,90,99,109,121,129,134,140,148,152,161,163,168,156,156,150,149,155,164,139,125,107,86,101,84,47,46,40,36,26,19,8,8,9,10,11,11
MNG,MONGOLIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,4,4,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2
MAR,MOROCCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,1,1,1,5,6,15,17,22,23,21,21,21,18,20,20,22,23,17,24,26,27,33,32,35,35,43,49,51,66,77,77,86,97,107,106,113,114,121,128,138,142,139,135,143,158,158,165,192,192,217,197,175,191,197,232,210,186,179,167,157,156
MOZ,MOZAMBIQUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,3,3,7,3,1,5,4,6,4,8,10,8,11,10,10,9,8,8,11,10,9,11,9,9,9,8,9,10,10,10,9,5,4,4,5,4,5,4,4,6,6,7,6,6,7,6,4
MMR,MYANMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,36,37,35,35,36,36,36,37,38,37,38,38,38,12,5,4,4,0,0,2,1,3,4,4,4,5,6,7,10,11,12,13,14,15,15,17,17,19,22,19,19,22,24,24,18,19,17,20,22,23,24,25,24,23,22,22,21,20,14,12,12,10,10,15,12,12,15,15,16,18,22,21,18,19,20,20,21
NAM,NAMIBIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,11,14,19,14,16,17,16,9,10,9,8,8,7
ANT,NANTILLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,66,63,60,109,67,24,23,50,84,31,97,32,144,76,97,119,140,75,106,177,247,197,146,96,155,91,107,222,187,246,171,152,199,174,182,199,191,185,166,155,191,177,231,258,223,217,244,220,154,162,164,131,131,122,112,101,93,93,58,57,52,43,35,30,30,30,23,24,23,23,22,22,22,22,21,21,21,19,18
NPL,NEPAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,3,3,3,3,3,3,4,5,6,6,5,6,5,7,9,11,13,15,15,16,20,22,22,20,21,19,19,18,18
NLD,NETHLAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,6,9,5,4,3,0,11,13,11,13,16,18,18,20,24,24,23,26,29,25,27,25,28,31,38,43,0,0,0,0,0,0,0,2,63,75,78,94,110,113,119,142,161,190,194,224,243,279,309,356,405,438,482,482,481,484,481,477,392,402,404,323,286,346,302,339,374,311,272,179,137,111,84,87,84,58,51,49,52,52,48,44,39,36,28,25,24,18,19,17,19,20,20
NIC,NICARAGUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,4,4,4,6,5,5,5,6,8,9,7,9,10,11,12,13,13,13,14,16,15,18,24,22,13,15,16,17,17,15,15,19,19,18,16,17,16,19,18,20,21,22,24,28,28,28,29,27,27,26,24
NGA,NIGERIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,4,3,4,5,6,7,9,5,5,8,8,10,12,13,14,18,22,27,27,33,36,42,41,37,38,36,35,38,39,32,36,46,39,31,30,35,35,32,37,37,40,40,30,30,31
NOR,NORWAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,3,3,4,4,4,4,4,5,5,6,7,9,10,9,9,11,11,13,5,4,3,3,3,3,11,19,26,26,27,34,39,43,44,55,59,57,60,64,72,72,76,84,86,94,108,111,119,133,146,135,127,117,96,89,80,74,62,54,39,33,28,24,22,21,21,20,17,16,15,13,11,11,10,8,9,9,8,8,7,7,6,8,7,6
NZL,NEW ZEALAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,7,7,8,9,8,9,10,11,13,12,12,14,15,16,18,19,20,22,24,26,28,37,36,43,44,43,38,38,37,34,33,33,30,25,24,22,22,22,19,20,20,21,22,22,21,24,26,24,22,24,26,30,29,30,31,30,32
OMN,OMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,4,5,4,4,5,5,6,9,11,12,13,12,13,13,34,81,72,53,38,55,49,34,29,48,54,61,76,76,69,74
,OTHERAFRIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,13,14,16,17,19,22,14,16,22,21,24,27,31,34,38,42,51,60,60,60,60,60,62,60,67,67,67,87,95,87,78,81,81,84,80,103,104,98,88,95,97,100,100,106,108,118,121,125,126,124,114,109,105,101
,OTHERASIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3,4,4,4,5,5,6,8,8,10,11,12,12,17,18,22,30,33,30,32,45,32,37,54,55,53,58,44,58,58,66,64,65,69,66,61,63,61,58,59,58,59,62,61,64,64,61,62,62
,OTHERLATIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,7,8,8,9,10,11,10,12,14,16,18,18,22,27,31,38,42,45,48,75,81,88,74,90,88,94,104,93,96,119,107,103,102,91,89,97,97,93,96,100,97,98,100,101,100,94,88,90,88,85,83,80,79,73
PAK,PAKISTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,36,39,42,44,46,48,48,50,55,56,56,59,65,77,80,86,91,96,114,102,104,100,102,102,112,132,114,118,114,121,130,145,182,224,241,270,288,324,378,414,459,472,554,571,657,697,801,884,830,911,916,876,834,522,590,656
PAN,PANAMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,25,26,27,25,25,22,24,22,18,23,28,20,18,18,21,14,15,14,18,23,22,22,25,23,25,34,24,25,37,28,32,29,31
PRY,PARAGUAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,2,2,3,3,3,3,4,4,3,4,4,5,4,4,5,4,4,5,8,11,9,7,6,7,6,6,6,7,7,9,8,9,9,11,10,14,15,14,15,15,15,12,12,12,11,11,10
PER,PERU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,4,2,3,4,2,5,4,5,5,7,7,5,6,8,6,5,4,5,5,5,6,7,6,10,9,12,9,9,11,16,16,15,20,22,23,32,33,36,38,44,44,45,49,52,52,60,63,73,76,87,84,93,96,102,105,113,112,108,107,112,113,114,114,116,123,128,128,126,108,111,105,111,122,122,110,108,104,103,109,107,124,133,132,121,134,123,104,97,84,87,71
PHL,PHILIPPINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,32,32,43,54,50,55,61,57,66,68,82,92,102,111,128,144,176,179,196,211,220,250,234,256,258,287,298,313,277,264,269,273,217,193,182,236,255,285,266,259,287,306,299,326,319,322,325,291,252,247,228,206,205,183
POL,POLAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,3,4,5,5,5,7,11,13,11,9,7,7,5,5,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,1,2,3,2,1,2,2,3,3,4,4,5,6,9,10,10,12,12,14,15,19,24,31,38,45,51,57,65,68,93,99,110,115,117,123,140,154,167,180,181,171,158,157,161,163,159,162,161,155,134,126,127,131,130,126,142,140,137,130,120,112,100,91,82,72
PRT,PORTUGAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,3,3,3,3,4,5,5,6,6,6,6,7,9,8,9,9,9,10,8,2,4,5,8,16,26,27,24,26,33,34,35,39,40,45,48,44,45,48,51,53,59,64,72,72,81,91,99,105,133,133,142,148,155,177,161,169,199,226,249,258,277,228,163,176,149,130,213,206,204,261,205,189,209,163,177,226,218,188,185,181,110,112,116
QAT,QATAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,6,5,5,6,7,8,10,12
ROU,ROMANIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,3,3,4,5,7,8,8,10,8,11,12,9,13,18,10,8,11,10,10,9,11,12,16,17,20,20,22,23,23,25,27,20,25,24,28,22,28,70,65,61,64,59,40,52,47,43,47,53,25,31,38,42,49,55,62,68,73,66,65,64,70,75,71,77,80,87,94,106,114,114,114,123,111,159,125,128,134,127,119,98,102,97,102,127,152,177,191,215,323,267,156,159,175,176,177,220,236,172,178,214,182,150,126,141
RUS,RUSSIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,4,5,6,8,9,10,14,18,18,23,25,25,31,38,39,46,42,58,57,65,74,79,92,104,98,89,93,68,78,82,82,88,92,86,87,84,87,95,101,89,37,45,39,38,47,53,55,58,70,84,82,102,143,178,159,173,209,230,262,282,308,319,325,343,326,288,389,226,270,300,348,390,237,274,309,351,418,496,572,652,726,808,891,"1,019","1,141","1,251","1,363","1,464","1,599","1,708","1,820","2,011","2,140","2,335","2,527","2,800","2,950","3,049","3,181","3,355","3,436","3,625","3,680","3,673","3,640","3,660","3,671","3,703","3,713","3,657","3,640","3,681","3,650","3,517","3,141","2,770","2,117","1,911","1,792","1,691","1,712","1,610","1,600","1,541","1,452","1,419","1,372","1,295"
SAU,SAUDIARABI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,12,10,10,11,18,48,138,207,99,101,47,32,17,4,10,15,11,14,12,11,14,19,33,37,31,11,22,24,29,43,38,70,79,102,111,115,124,166,273,436,631,707,771,804,557,553,575,597,619,607,646,670,716,756,792,817,884,865,954,998,989,989,"1,003","1,053","1,088","1,106"
SEN,SENEGAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,8,8,8,9,17,17,6,13,4,11,12,12,13,14,18,18,20,19,21,22,22,21,20,21,23,22,24,23,22,22,22,24,23,23,23,23,25,27,30,31,35,33,27,28,29
SCG,SERBMONT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,4,4,5,3,4,3,3,3,4,4,0,0,0,0,0,0,1,1,1,1,1,13,16,11,18,19,19,21,24,25,28,34,33,35,39,43,51,53,63,71,69,87,93,55,91,82,72,73,67,68,79,85,78,75,76,73,70,77,71,81,74,88,74,56,35,25,21,18,37,45,31,21,15,22,23,26,29,32
SGP,SINGAPORE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,5,7,8,11,12,8,2,10,17,23,61,55,72,81,86,85,91,100,119,128,129,138,143,155,160,160,163,166,204,211,313,315,317,346,356,338,350,337,340,301,303,285,245,202,175,187
SVK,SLOVAKIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,4,4,3,3,3,4,4,4,0,0,0,0,0,0,0,0,3,4,6,6,6,8,8,10,10,11,13,14,17,23,30,38,41,51,53,59,65,71,76,91,99,96,92,97,97,101,109,113,117,120,138,127,102,95,87,81,81,79,71,72,61,49,38,29,23,16,17,17,18,14,7,21,16,15,12,11
